title,price,condition,year,trim,colour,transmission,drivetrain,fuel,kilometers,postal_code,date_posted,url
"2018 Toyota RAV4 LE W/ Toyota Safety Sense, Backup Cam, Touchscreen",29990.,Used,2018,"LE W/ Toyota Safety Sense, Backup Cam, Touchscreen",White,Automatic,All-wheel drive (AWD),Other,"51,266", M8Z5S8,2022-06-04,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-w-toyota-safety-sense-backup-cam-touchscreen/m3978686
"2016 Toyota RAV4 SE AWD- Sunroof, Leather",29998.,Used,2016,"SE AWD- Sunroof, Leather, Navigation, Blindspot Monitor, & More!",Red,Automatic,All-wheel drive (AWD),Gasoline,"79,000",N1H 6J4,2022-06-18,https://www.kijiji.ca/v-cars-trucks/guelph/2016-toyota-rav4-se-awd-sunroof-leather/m4075175
 2018 Toyota RAV4 LE | AWD | Backup Cam | Heated Seats | Bluetooth,26950.,Used,2018,LE | AWD | Backup Cam | Heated Seats | Bluetooth,White,Automatic,All-wheel drive (AWD),Gasoline,"109,000",M3J 2E8,2022-07-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-le-awd-backup-cam-heated-seats-bluetooth/m4293167
2010 Toyota RAV4 Base Clean Carfax / Certified / AC,9540.,Used,2010,Base Clean Carfax / Certified / AC,Other,Automatic,Front-wheel drive (FWD),Other,"256,101",L1N 2K5,2022-07-16,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2010-toyota-rav4-base-clean-carfax-certified-ac/m4294619
 2019 Toyota RAV4 PREFERRED AWD Backup Cam Heated Seats Bluetooth,32450.,Used,2019,PREFERRED AWD Backup Cam Heated Seats Bluetooth,Silver,Automatic,All-wheel drive (AWD),Gasoline,"65,000",M3J 2E8,2022-07-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-preferred-awd-backup-cam-heated-seats-bluetooth/m4293140
2018 Toyota RAV4 XLE AWD,32895.,Used,2018,Other,Silver,Automatic,All-wheel drive (AWD),Gasoline,"87,000", K6A3P1,2021-12-04,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-xle-awd/m2832648
2021 Toyota RAV4 LE AWD  - Heated Seats -  Apple CarPlay - $255 B/W,41995.,Used,2021,LE AWD  - Heated Seats -  Apple CarPlay - $255 B/W,White,Automatic,Other,Gasoline,"71,907",K1K 3B1,2022-04-24,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-le-awd-heated-seats-apple-carplay-255-b-w/m3696310
"2020 Toyota RAV4 XLE W/ CarPlay, Moonroof, Blindspot Monitor",38990.,Used,2020,"XLE W/ CarPlay, Moonroof, Blindspot Monitor",Red,,All-wheel drive (AWD),Other,"45,577", M8Z5S8,2022-07-16,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-xle-w-carplay-moonroof-blindspot-monitor/m4292943
 2020 Toyota RAV4 LE | AWD | Backup Cam | Heated Seats | Bluetooth,34950.,Used,2020,LE | AWD | Backup Cam | Heated Seats | Bluetooth,Silver,Automatic,All-wheel drive (AWD),Gasoline,"59,000",M3J 2E8,2022-07-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-le-awd-backup-cam-heated-seats-bluetooth/m4367870
2019 Toyota RAV4 AWD LE,34479.,Used,2019,LE,Red,Automatic,Other,Other,"50,074",M4M 2A5,2022-07-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-toyota-rav4-awd-le/m4368413
2011 Toyota RAV4 Base,11999.,Used,2011,Base,Black,Automatic,Front-wheel drive (FWD),Gasoline,"160,587",N0L 1R0,2022-06-20,https://www.kijiji.ca/v-cars-trucks/london/2011-toyota-rav4-base/m4088102
 2017 Toyota RAV4 LE,25895.,Used,2017,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"48,485",L9B 1K8,2022-02-13,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-toyota-rav4-le/m3222447
 2018 Toyota RAV4 LE AWD,29388.,Used,2018,LE AWD,Silver,Automatic,All-wheel drive (AWD),Other,"64,609",N4X 1B7,2022-06-25,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-awd/m4145398
2020 Toyota RAV4 XLE,42945.,Used,2020,XLE,Black,Automatic,All-wheel drive (AWD),Gasoline,"33,841",K2G 1E3,2022-03-17,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-xle/m3437249
2012 Toyota RAV4 SUV POWER GLASS SUNROOF POWER GROUP AUX USB.....MINT COND.,12995.,Used,2012,SUV PWR GLASS  SUNROOF POWER GROUP. USB AUX...MINT COND.,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"215,000",M1R 2Y2,2022-06-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-suv-power-glass-sunroof-power-group-aux-usb-mint-cond/m4117204
 2017 Toyota RAV4,,Used,2017,,White,Automatic,All-wheel drive (AWD),Other,"81,948",M1E 2M5,2022-01-15,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4/m3042053
 2017 Toyota RAV4 LE,20900.,Used,2017,LE,Black,Automatic,Front-wheel drive (FWD),Other,"180,356",L6S 0C2,2022-04-30,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-le/m3735806
 2020 Toyota RAV4 XLE | AWD | Leather | Sunroof | Backup Cam,37450.,Used,2020,XLE | AWD | Leather | Sunroof | Backup Cam,White,Automatic,All-wheel drive (AWD),Gasoline,"52,000",M3J 2E8,2022-07-09,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-xle-awd-leather-sunroof-backup-cam/m4242286
 2021 Toyota RAV4 XLE,44295.,Used,2021,XLE,Red,Automatic,All-wheel drive (AWD),Gasoline,"16,687",N0A 1E0,2022-06-02,https://www.kijiji.ca/v-cars-trucks/hamilton/2021-toyota-rav4-xle/m3964038
2017 Toyota RAV4 LE CLEAN CARFAX | ONE OWNER | CERTIFIED | AWD,26250.,Used,2017,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"91,853",L4K 0A1,2022-05-07,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-le-clean-carfax-one-owner-certified-awd/m3784636
2020 Toyota RAV4 XLE CLEAN CARFAX | ONE OWNER,43000.,Used,2020,XLE,Black,Automatic,All-wheel drive (AWD),Gasoline,"21,230",L4K 0A1,2022-07-09,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-xle-clean-carfax-one-owner/m4241755
 2020 Toyota RAV4 LE,35333.,Used,2020,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"53,759",K1V 7Z6,2022-04-24,https://www.kijiji.ca/v-cars-trucks/ottawa/2020-toyota-rav4-le/m3695717
2017 Toyota Rav4 SE Hybrid,20000.,Used,2017,,Green,Other,All-wheel drive (AWD),Hybrid-Electric,"292,600", Canada,2022-07-23,https://www.kijiji.ca/v-cars-trucks/barrie/2017-toyota-rav4-se-hybrid/1626212358
 2021 Toyota RAV4 Prime XSE AWD | LEATHER | 19IN ALLOYS | SUNROOF,74216.,Used,2021,XSE AWD | LEATHER | 19IN ALLOYS | SUNROOF,Silver,Automatic,All-wheel drive (AWD),Other,"13,074",K1B 3L8,2022-06-04,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-prime-xse-awd-leather-19in-alloys-sunroof/m3977342
 2017 Toyota RAV4 LE AWD | REAR CAM | HTD SEATS,27814.,Used,2017,LE AWD | REAR CAM | HTD SEATS,Grey,Automatic,Other,Other,"75,617",K1B 3L8,2022-07-16,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-le-awd-rear-cam-htd-seats/m4289759
 2018 Toyota RAV4 AWD Limited,37995.,Used,2018,AWD Limited,Silver,Automatic,All-wheel drive (AWD),Other,"53,447",M3C 2J7,2022-07-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-toyota-rav4-awd-limited/m4365042
 2016 Toyota RAV4 FWD LE Value Buy PWR Group Great Shape,23995.,Used,2016,FWD LE Value Buy PWR Group Great Shape,Grey,Automatic,Front-wheel drive (FWD),Other,"76,430",M3C 2J7,2022-07-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-fwd-le-value-buy-pwr-group-great-shape/m4365041
2021 Toyota RAV4 Limited COME EXPERIENCE THE DAVEY DIFFERENCE,47990.,Used,2021,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"2,106",L1H 3M3,2022-05-21,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2021-toyota-rav4-limited-come-experience-the-davey-difference/m3876358
 2020 Toyota RAV4 Hybrid Hybrid XLE AWD,51995.,Used,2020,Hybrid XLE AWD,Red,Automatic,All-wheel drive (AWD),Hybrid-Electric,"17,045",M3C 2J7,2022-07-23,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-toyota-rav4-hybrid-hybrid-xle-awd/m4365040
 2015 Toyota RAV4 LE AWD - Rear Camera - Bluetooth - 2 SETS OF TIRES,18500.,Used,2015,LE AWD - Rear Camera - Bluetooth - 2 SETS OF TIRES,Black,Automatic,All-wheel drive (AWD),Other,"186,986",L5A 1W9,2022-07-09,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-toyota-rav4-le-awd-rear-camera-bluetooth-2-sets-of-tires/m4240670
 2018 Toyota RAV4 LE | HTD SEATS | B\\U CAM | LANE DEPARTURE,26950.,Used,2018,LE | HTD SEATS | B\\U CAM | LANE DEPARTURE,White,Automatic,Front-wheel drive (FWD),Other,"52,674",L6L 2X6,2022-07-23,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-htd-seats-b-u-cam-lane-departure/m4364928
2020 Toyota RAV4 XLE,38995.,Used,2020,XLE,Other,Automatic,Front-wheel drive (FWD),Gasoline,"41,080",L7A 1A9,2022-07-09,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2020-toyota-rav4-xle/m4239970
 2019 Toyota RAV4 AWD HYBRID LIMITED | NAV | 360 CAM,48955.,Used,2019,AWD HYBRID LIMITED | NAV | 360 CAM,Black,Automatic,All-wheel drive (AWD),Hybrid-Electric,"39,941",N2L 5Z3,2022-07-16,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2019-toyota-rav4-awd-hybrid-limited-nav-360-cam/m4289750
2021 Toyota RAV4 4DR 8SPD AUTO,46995.,Used,2021,4DR 8SPD AUTO,Red,Automatic,Other,Gasoline,"10,300",L7A 1A9,2022-06-11,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-toyota-rav4-4dr-8spd-auto/m4024181
2017 Toyota RAV4 XLE,,Used,2017,XLE,Other,Automatic,All-wheel drive (AWD),Gasoline,0,K8A 7A5,2022-07-23,https://www.kijiji.ca/v-cars-trucks/pembroke/2017-toyota-rav4-xle/m4364253
2013 Toyota RAV4 Limited AWD,15300.,Used,2013,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"266,000",K0L 1C0,2022-07-23,https://www.kijiji.ca/v-cars-trucks/peterborough/2013-toyota-rav4-limited-awd/1626206557
2019 Toyota RAV4 EA20,33995.,Used,2019,EA20,Black,Automatic,All-wheel drive (AWD),Gasoline,"99,122",K8N 4Z5,2022-06-18,https://www.kijiji.ca/v-cars-trucks/belleville/2019-toyota-rav4-ea20/m4071100
2013 RAV4 Limited AWD,15300.,Used,2013,Limited,White,Automatic,All-wheel drive (AWD),Gasoline,"266,000",K0L 2S0,2022-07-23,https://www.kijiji.ca/v-cars-trucks/belleville/2013-rav4-limited-awd/1626205008
2017 Toyota RAV4 LE,21995.,Used,2017,LE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"176,420",L7A 1A9,2022-05-19,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-toyota-rav4-le/m3858291
"2008 Toyota RAV 4 V6 AWD 94,000km",12900.,Used,2008,Base,Red,Automatic,4 x 4,Gasoline,"94,000",M6R 1H2,2022-07-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2008-toyota-rav-4-v6-awd-94-000km/1626189877
2019 Toyota RAV4 Hybrid XSE Tech  - Tech Package,51998.,Used,2019,XSE Tech  - Tech Package,Black,Automatic,Other,Hybrid-Electric,"69,508",K2J 6H8,2022-07-08,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-hybrid-xse-tech-tech-package/m4238924
"2020 Toyota RAV4 XLE W/ CarPlay, Moonroof, Blindspot Monitor",38990.,Used,2020,"XLE W/ CarPlay, Moonroof, Blindspot Monitor",Red,Automatic,All-wheel drive (AWD),Other,"45,577",N6B 1Z2,2022-07-15,https://www.kijiji.ca/v-cars-trucks/london/2020-toyota-rav4-xle-w-carplay-moonroof-blindspot-monitor/m4289047
"2018 Toyota RAV4 LE W/ Toyota Safety Sense, Backup Cam, Touchscreen",29990.,Used,2018,"LE W/ Toyota Safety Sense, Backup Cam, Touchscreen",White,Automatic,All-wheel drive (AWD),Other,"51,266",N6B 1Z2,2022-06-03,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-w-toyota-safety-sense-backup-cam-touchscreen/m3975896
2017 Toyota RAV4 XLE,26800.,Used,2017,XLE,Purple,Automatic,All-wheel drive (AWD),Gasoline,"73,843",M1L 1E1,2022-03-24,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-xle/m3490445
 2020 Toyota RAV4 LE | BLIND | LANE DEP. | ADAP CRUISE | CAMERA,34892.,Used,2020,LE | BLIND | LANE DEP. | ADAP CRUISE | CAMERA,Black,Automatic,Front-wheel drive (FWD),Other,"25,981",N2G 2N7,2022-04-01,https://www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2020-toyota-rav4-le-blind-lane-dep-adap-cruise-camera/m3548771
2002 Toyota Rav 4 AWD Base,2500.,Used,2002,,Silver,Other,4 x 4,Gasoline,"173,000",L5R 3L6,2022-07-22,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2002-toyota-rav-4-awd-base/1617735721
2021 Toyota RAV4 LE APPLE CAR PLAY HEATED SEATS BACK UP CAM,35915.,Used,2021,LE APPLE CAR PLAY HEATED SEATS BACK UP CAM,Silver,Automatic,Front-wheel drive (FWD),Other,"39,567",L1C 6C9,2022-06-30,https://www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2021-toyota-rav4-le-apple-car-play-heated-seats-back-up-cam/m4178858
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-le/m4084222
2021 Toyota RAV4 XLE HYBRID All Wheel Drive,51993.,Used,2021,XLE HYBRID All Wheel Drive,White,Automatic,All-wheel drive (AWD),Hybrid-Electric,"41,649",P3B 2E4,2022-07-22,https://www.kijiji.ca/v-cars-trucks/sudbury/2021-toyota-rav4-xle-hybrid-all-wheel-drive/m4363609
"2015 Toyota RAV4 XLE AWD- Sunroof, Revers Camera, Alloy Wheels",28995.,Used,2015,"XLE AWD- Sunroof, Revers Camera, Alloy Wheels, Keyless Entry, & More!",Orange,Automatic,All-wheel drive (AWD),Gasoline,"18,400",N1H 6J4,2022-06-24,https://www.kijiji.ca/v-cars-trucks/guelph/2015-toyota-rav4-xle-awd-sunroof-revers-camera-alloy-wheels/m4141780
 2018 Toyota RAV4 Hybrid LE+,43879.,Used,2018,Hybrid LE+,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"57,502",K2T 1L3,2022-07-06,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-hybrid-le/m4214131
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2015-toyota-rav4-awd-limited/m3760404
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-toyota-rav4-suv-power-glass-sunroof-power-group-aux-usb-mint-cond/m4117204
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-limited-platinum-package-w-platinum-package-nav-sunroof-jbl/m4237862
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le-awd/m4145398
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/hamilton/2017-toyota-rav4-le/m3222447
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-toyota-rav4-hybrid-xle-xle-hybrid-sunroof-blind-spot-pow/m4109151
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/kingston-on/2018-toyota-rav4-le/m3701576
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2011-toyota-rav4-base/m4088102
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-toyota-rav4-xle-w-rearview-camera-touchscreen-pow-roof/m3682348
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/ottawa/2011-toyota-rav4-base-i4/m4361831
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/london/2019-toyota-rav4-hybrid-xle-w-carplay-toyota-safety-sense-backup-camera/m4237842
,,,,,,,,,,,,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-le/m4362381
2019 Toyota RAV4 Trail Great Colour!!,42900.,Used,2019,Trail,Other,Automatic,All-wheel drive (AWD),Gasoline,"44,916",L9S 0A3,2022-07-22,https://www.kijiji.ca/v-cars-trucks/barrie/2019-toyota-rav4-trail-great-colour/m4361777
2019 Toyota RAV4 XLE,37995.,Used,2019,XLE,Blue,Automatic,All-wheel drive (AWD),Gasoline,"23,161",K2H 5Z2,2022-07-22,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-xle/m4361612
Toyota Rav4,,Used,2013,LE,Green,Automatic,All-wheel drive (AWD),Gasoline,"188,900","ork, ON",2022-07-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav4/1626123963
2018 Toyota RAV4 LE,28788.,Used,2018,LE,White,Automatic,Front-wheel drive (FWD),Gasoline,"35,055",L9G 3K9,2022-07-22,https://www.kijiji.ca/v-cars-trucks/hamilton/2018-toyota-rav4-le/m4360395
TOYOTA RAV 4 2011 LIMITED,12000.,Used,2011,,White,Automatic,All-wheel drive (AWD),Gasoline,"205,000",M3H 5R9,2022-07-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/toyota-rav-4-2011-limited/1626121717
2020 Toyota RAV4 LE LE AWD with Clean Carfax and One Owner,36488.,Used,2020,LE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"46,098",L6L 6L4,2022-07-22,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2020-toyota-rav4-le-le-awd-with-clean-carfax-and-one-owner/m4359562
2013 Toyota RAV4 Limited Limited AWD with Leather Seats and C...,19588.,Used,2013,Limited,Black,Automatic,All-wheel drive (AWD),Gasoline,"169,709",L6L 6L4,2022-07-22,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2013-toyota-rav4-limited-limited-awd-with-leather-seats-and-c/m4359530
2021 Toyota RAV4 XLE INCOMING UNIT | REVERSE CAMERA | MOONROO...,42788.,Used,2021,XLE,Blue,Automatic,All-wheel drive (AWD),Gasoline,"12,158",L3R 1G9,2022-07-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2021-toyota-rav4-xle-incoming-unit-reverse-camera-moonroo/m4359071
2017 Toyota RAV4 XLE | SUNROOF | HEATED SEATS | LANE ASSIST |,25495.,Used,2017,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,992",K7C 3P5,2022-07-22,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-xle-sunroof-heated-seats-lane-assist/m4356792
"2016 Toyota RAV4 HYBRID LIMITED - LEATHER! NAV! SUNROOF! 72,0...",34995.,Used,2016,LIMITED,Silver,,All-wheel drive (AWD),Hybrid-Electric,"72,500",K8N 0L9,2022-07-08,https://www.kijiji.ca/v-cars-trucks/belleville/2016-toyota-rav4-hybrid-limited-leather-nav-sunroof-72-0/m4230664
2018 Toyota RAV4 LE LE AWD with Low Kilometers and Clean Carfax,29888.,Used,2018,LE,White,Automatic,All-wheel drive (AWD),Gasoline,"70,518",L6L 6L4,2022-07-22,https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2018-toyota-rav4-le-le-awd-with-low-kilometers-and-clean-carfax/m4359529
"2014 Toyota RAV4 LIMITED, All Wheel Drive, Navigation, Heated Seats",20395.,Used,2014,"LIMITED, All Wheel Drive, Navigation, Heated Seats",Other,Automatic,Other,Gasoline,"143,848",L2G 0J6,2022-06-03,https://www.kijiji.ca/v-cars-trucks/st-catharines/2014-toyota-rav4-limited-all-wheel-drive-navigation-heated-seats/m3974100
Toyota RAV4 AWD Certified,11000.,Used,2007,LE,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"140,848","ton, ON",2022-07-22,https://www.kijiji.ca/v-cars-trucks/hamilton/toyota-rav4-awd-certified/1626114897
2017 Toyota RAV4 XLE | SUNROOF | HEATED SEATS | LANE ASSIST |,25495.,Used,2017,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,992",K1C 1T1,2022-07-22,https://www.kijiji.ca/v-cars-trucks/ottawa/2017-toyota-rav4-xle-sunroof-heated-seats-lane-assist/m4355904
Toyota RAV4 XLE AWD,23500.,Used,2015,XLE,Orange,Automatic,All-wheel drive (AWD),Gasoline,"86,308",J8M 1G5,2022-07-22,https://www.kijiji.ca/v-cars-trucks/gatineau/toyota-rav4-xle-awd/1626112143
2017 Toyota RAV4 XLE AWD Auto AC Cam Toit,28295.,Used,2017,XLE AWD Auto AC Cam Toit,Grey,Automatic,All-wheel drive (AWD),Other,"73,229",J8P 1G4,2022-05-20,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-xle-awd-auto-ac-cam-toit/m3873763
2011 Toyota RAV4,12998.,Used,2011,Other,Blue,Automatic,4 x 4,Gasoline,"164,896",N5X 0N7,2022-07-08,https://www.kijiji.ca/v-cars-trucks/london/2011-toyota-rav4/m4236313
2017 Toyota RAV4 LE AWD Lane Watch Camera Heated Seats,23880.,Used,2017,LE AWD Lane Watch Camera Heated Seats,Other,Automatic,4 x 4,Other,"121,744",J8P 1G2,2022-03-02,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-le-awd-lane-watch-camera-heated-seats/m3328720
2019 Toyota RAV4 LE HEATED SEATS | BSM | BLUETOOTH | BACKUP CAM,31498.,Used,2019,LE,Red,Automatic,All-wheel drive (AWD),Gasoline,"96,909",L3P 1B9,2022-07-08,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2019-toyota-rav4-le-heated-seats-bsm-bluetooth-backup-cam/m4236134
2017 Toyota RAV4 XLE | SUNROOF | HEATED SEATS | LANE ASSIST |,25495.,Used,2017,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,992",K6K 1R8,2022-07-22,https://www.kijiji.ca/v-cars-trucks/cornwall-on/2017-toyota-rav4-xle-sunroof-heated-seats-lane-assist/m4356721
2021 toyota rav-4,37499.,Used,2021,XLE,Silver,Automatic,All-wheel drive (AWD),Gasoline,"4,600", ON M3J,2022-07-22,https://www.kijiji.ca/v-cars-trucks/markham-york-region/2021-toyota-rav-4/1626109881
2018 Toyota RAV4 LE,29850.,Used,2018,LE,Red,Automatic,Front-wheel drive (FWD),Gasoline,"37,289",N5X 0N7,2022-07-08,https://www.kijiji.ca/v-cars-trucks/london/2018-toyota-rav4-le/m4236311
2017 Toyota RAV4 XLE,28988.,Used,2017,XLE,Purple,Automatic,All-wheel drive (AWD),Gasoline,"58,420",J8M 1Y7,2022-06-17,https://www.kijiji.ca/v-cars-trucks/gatineau/2017-toyota-rav4-xle/m4068519
2017 Toyota RAV4 XLE | SUNROOF | HEATED SEATS | LANE ASSIST |,25495.,Used,2017,XLE,Black,Automatic,Front-wheel drive (FWD),Gasoline,"123,992",K7M 7E6,2022-07-22,https://www.kijiji.ca/v-cars-trucks/kingston-on/2017-toyota-rav4-xle-sunroof-heated-seats-lane-assist/m4356715
2019 Toyota RAV4 LE - Heated Seats - Apple CarPlay - $244 B/W,33898.,Used,2019,LE,Other,Automatic,All-wheel drive (AWD),Gasoline,"81,832",K2J 6H8,2022-07-15,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-le-heated-seats-apple-carplay-244-b-w/m4286246
2021 Toyota RAV4 XLE,38990.,Used,2021,XLE,Blue,Automatic,All-wheel drive (AWD),Other,"4,200",K1X 1G8,2022-07-22,https://www.kijiji.ca/v-cars-trucks/ottawa/2021-toyota-rav4-xle/m4356849
"2016 Toyota RAV4 Limited w/ Nav, Moonroof, Rearview Cam, Heated Front Seats",30490.,Used,2016,"Limited w/ Nav, Moonroof, Rearview Cam, Heated Front Seats",Blue,Automatic,All-wheel drive (AWD),Other,"61,800", M8Z5S8,2022-02-11,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-limited-w-nav-moonroof-rearview-cam-heated-front-seats/m3206092
2019 Toyota RAV4 LE - Heated Seats - Apple CarPlay - $230 B/W,31898.,Used,2019,LE,Other,Automatic,All-wheel drive (AWD),Gasoline,"103,671",K2J 6H8,2022-07-15,https://www.kijiji.ca/v-cars-trucks/ottawa/2019-toyota-rav4-le-heated-seats-apple-carplay-230-b-w/m4286228
2019 Toyota RAV4 LE,32798.,Used,2019,LE,Silver,Automatic,Front-wheel drive (FWD),Gasoline,"39,397",K7M 7H8,2022-06-10,https://www.kijiji.ca/v-cars-trucks/kingston-on/2019-toyota-rav4-le/m4021132
2018 Toyota RAV4 AWD Hybrid LE+ - Heated Seats - $295 B/W,36498.,Used,2018,AWD Hybrid LE+,Other,Automatic,All-wheel drive (AWD),Hybrid-Electric,"83,391",K2J 6H8,2022-06-10,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-awd-hybrid-le-heated-seats-295-b-w/m4021610
2018 Toyota RAV4 AWD Hybrid Limited - Navigation,37800.,Used,2018,AWD Hybrid Limited,Grey,Automatic,All-wheel drive (AWD),Hybrid-Electric,"87,938",K1C 7J2,2022-07-15,https://www.kijiji.ca/v-cars-trucks/ottawa/2018-toyota-rav4-awd-hybrid-limited-navigation/m4286283
 2019 Toyota RAV4 LE,31995.,Used,2019,LE,Grey,Automatic,Front-wheel drive (FWD),Gasoline,"45,441",K7M 4Y3,2022-07-15,https://www.kijiji.ca/v-cars-trucks/kingston-on/2019-toyota-rav4-le/m4285911
2016 Toyota RAV4 LE,13950.,Used,2016,LE,Grey,Automatic,All-wheel drive (AWD),Gasoline,"283,000",M1C 1K7,2022-06-22,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-toyota-rav4-le/m4111171
"2017 Toyota RAV4 XLE W/Rearview Camera, Touchscreen, Pow. Roof",30490.,Used,2017,"XLE W/Rearview Camera, Touchscreen, Pow. Roof",Grey,Automatic,All-wheel drive (AWD),Other,"40,924",N6B 1Z2,2022-04-22,https://www.kijiji.ca/v-cars-trucks/london/2017-toyota-rav4-xle-w-rearview-camera-touchscreen-pow-roof/m3682311
